3.05E+00	4.06E+02
3.80E+00	3.46E+02
3.90E+00	3.39E+02
4.00E+00	3.35E+02
4.10E+00	3.32E+02
4.20E+00	3.29E+02
4.30E+00	3.27E+02
4.40E+00	3.25E+02
4.50E+00	3.23E+02
4.60E+00	3.22E+02
4.70E+00	3.22E+02
4.80E+00	3.22E+02
4.90E+00	3.23E+02
5.00E+00	3.24E+02
5.10E+00	3.23E+02
5.20E+00	3.24E+02
5.30E+00	3.23E+02
5.40E+00	3.23E+02
5.50E+00	3.23E+02
5.60E+00	3.23E+02
5.70E+00	3.23E+02
5.80E+00	3.22E+02
5.90E+00	3.22E+02
6.00E+00	3.23E+02
6.10E+00	3.21E+02
6.20E+00	3.20E+02
6.30E+00	3.20E+02
6.40E+00	3.18E+02
6.50E+00	3.18E+02
6.60E+00	3.18E+02
6.70E+00	3.18E+02
6.80E+00	3.18E+02
6.90E+00	3.18E+02
7.00E+00	3.19E+02
7.10E+00	3.20E+02
7.20E+00	3.20E+02
7.30E+00	3.21E+02
7.40E+00	3.22E+02
7.50E+00	3.22E+02
7.60E+00	3.23E+02
7.70E+00	3.23E+02
7.80E+00	3.24E+02
7.90E+00	3.25E+02
8.00E+00	3.26E+02
8.10E+00	3.27E+02
8.20E+00	3.28E+02
8.30E+00	3.28E+02
8.40E+00	3.28E+02
8.50E+00	3.28E+02
8.60E+00	3.28E+02
8.70E+00	3.27E+02
8.80E+00	3.26E+02
8.90E+00	3.26E+02
9.00E+00	3.25E+02
9.10E+00	3.24E+02
9.20E+00	3.22E+02
9.30E+00	3.19E+02
9.40E+00	3.16E+02
9.50E+00	3.15E+02
9.60E+00	3.15E+02
9.70E+00	3.16E+02
9.80E+00	3.16E+02
9.90E+00	3.16E+02
1.00E+01	3.15E+02
1.01E+01	3.13E+02
1.02E+01	3.11E+02
1.03E+01	3.12E+02
1.04E+01	3.10E+02
1.05E+01	3.05E+02
1.06E+01	3.01E+02
1.07E+01	3.01E+02
1.08E+01	3.03E+02
1.09E+01	3.05E+02
1.10E+01	3.06E+02
1.11E+01	3.07E+02
1.12E+01	3.07E+02
1.13E+01	3.08E+02
1.14E+01	3.10E+02
1.15E+01	3.13E+02
1.16E+01	3.16E+02
1.17E+01	3.17E+02
1.18E+01	3.17E+02
1.19E+01	3.17E+02
1.20E+01	3.16E+02
1.21E+01	3.16E+02
1.22E+01	3.16E+02
1.23E+01	3.16E+02
1.24E+01	3.17E+02
1.25E+01	3.17E+02
1.26E+01	3.17E+02
1.27E+01	3.17E+02
1.28E+01	3.17E+02
1.29E+01	3.17E+02
1.30E+01	3.17E+02
1.31E+01	3.17E+02
1.32E+01	3.18E+02
1.33E+01	3.19E+02
1.34E+01	3.20E+02
1.35E+01	3.21E+02
1.36E+01	3.21E+02
1.37E+01	3.22E+02
1.38E+01	3.22E+02
1.39E+01	3.21E+02
1.40E+01	3.21E+02
1.41E+01	3.21E+02
1.42E+01	3.21E+02
1.43E+01	3.21E+02
1.44E+01	3.22E+02
1.45E+01	3.22E+02
1.46E+01	3.22E+02
1.47E+01	3.23E+02
1.48E+01	3.23E+02
1.49E+01	3.23E+02
1.50E+01	3.23E+02
1.51E+01	3.23E+02
1.52E+01	3.23E+02
1.53E+01	3.22E+02
1.54E+01	3.21E+02
1.55E+01	3.19E+02
1.56E+01	3.18E+02
1.57E+01	3.16E+02
1.58E+01	3.15E+02
1.59E+01	3.14E+02
1.60E+01	3.14E+02
1.61E+01	3.14E+02
1.62E+01	3.14E+02
1.63E+01	3.14E+02
1.64E+01	3.15E+02
1.65E+01	3.15E+02
1.66E+01	3.16E+02
1.67E+01	3.16E+02
1.68E+01	3.17E+02
1.69E+01	3.17E+02
1.70E+01	3.17E+02
1.71E+01	3.17E+02
1.72E+01	3.16E+02
1.73E+01	3.15E+02
1.74E+01	3.13E+02
1.75E+01	3.12E+02
1.76E+01	3.10E+02
1.77E+01	3.09E+02
1.78E+01	3.08E+02
1.79E+01	3.07E+02
1.80E+01	3.06E+02
1.81E+01	3.04E+02
1.82E+01	3.03E+02
1.83E+01	3.02E+02
1.84E+01	3.02E+02
1.85E+01	3.02E+02
1.86E+01	3.01E+02
1.87E+01	3.00E+02
1.88E+01	2.98E+02
1.89E+01	2.97E+02
1.90E+01	2.96E+02
1.91E+01	2.96E+02
1.92E+01	2.96E+02
1.93E+01	2.97E+02
1.94E+01	2.98E+02
1.95E+01	2.98E+02
1.96E+01	2.99E+02
1.97E+01	3.00E+02
1.98E+01	3.00E+02
1.99E+01	3.00E+02
2.00E+01	3.01E+02
2.01E+01	3.03E+02
2.02E+01	3.05E+02
2.03E+01	3.06E+02
2.04E+01	3.08E+02
2.05E+01	3.10E+02
2.06E+01	3.11E+02
2.07E+01	3.12E+02
2.08E+01	3.12E+02
2.09E+01	3.12E+02
2.10E+01	3.11E+02
2.11E+01	3.10E+02
2.12E+01	3.10E+02
2.13E+01	3.10E+02
2.14E+01	3.10E+02
2.15E+01	3.10E+02
2.16E+01	3.10E+02
2.17E+01	3.11E+02
2.18E+01	3.10E+02
2.19E+01	3.09E+02
2.20E+01	3.08E+02
2.21E+01	3.06E+02
2.22E+01	3.04E+02
2.23E+01	3.02E+02
2.24E+01	2.99E+02
2.25E+01	2.98E+02
2.26E+01	2.97E+02
2.27E+01	2.96E+02
2.28E+01	2.95E+02
2.29E+01	2.94E+02
2.30E+01	2.93E+02
2.31E+01	2.91E+02
2.32E+01	2.89E+02
2.33E+01	2.87E+02
2.34E+01	2.86E+02
